Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Company,Year,Month,Day,Day_Name,Weekday,Daily_Return,Log_Return,MA20,MA50,MA100,EMA20,EMA50,Volatility,Dollar_Volume,Price_Change_%,Volume_Change_%,High_Low_Spread,Open_Close_Change,Cumulative_Return,BB_Upper,BB_Lower,RSI,MACD,Signal_Line,ATR
2021-11-23,157.51687668201387,158.18167763297342,155.5029467463392,157.80039978027344,96041900,0.0,0.0,AAPL,2021,11,23,Tuesday,1,0.002422305684121051,0.002419376630795499,148.83380508422852,144.40698455810548,144.42912033081055,149.68054384947357,146.62787272107056,0.012318276342182797,15155450215.657043,0.1799953784202597,-18.239876596074332,2.678730886634213,0.2835230982595647,0.1398942091239752,157.351122291648,140.31648787680902,77.0288383377416,3.1069486806603948,1.9687611375307243,2.8594030234094743
2021-11-24,157.15516717862224,158.51408217991855,156.06998937776268,158.3185577392578,69463600,0.0,0.0,AAPL,2021,11,24,Wednesday,2,0.003283628936972649,0.003278249600088965,149.4842727661133,144.6636572265625,144.62796340942384,150.50324535150702,147.0945386748499,0.012204035634431476,10997376967.376709,0.7402814565513265,-27.67365077117383,2.4440928021558648,1.1633905606355768,0.1436371987341425,158.81630978289883,140.15223574932776,79.85079345534535,3.3990712739692412,2.254823164865045,2.9091658177331134
2021-11-26,156.00157185337474,156.8618824271744,152.8633499442556,153.30328369140625,76959800,0.0,0.0,AAPL,2021,11,26,Friday,4,-0.031678371250143944,-0.03219098578683398,149.70239868164063,144.8247100830078,144.75179748535157,150.76992549815324,147.34220398645826,0.013655775974519713,11798190052.233887,-1.7296544707284118,10.791551258500863,3.9985324829188187,-2.6982881619684917,0.10740863497716768,159.18369008337433,140.22110727990693,61.84165583254515,3.1892690080942145,2.4417123335352438,3.1493847895204437
2021-11-29,155.80603121042097,157.5853380225465,155.23899986098183,156.65658569335938,88748200,0.0,0.0,AAPL,2021,11,29,Monday,0,0.021873647590636036,0.021637851643900592,150.22339782714843,145.10613037109374,144.92212844848632,151.3305784975542,147.71350210169157,0.013551192090561139,13902989998.431396,0.5459060065458606,15.317607374239529,2.3463381615646597,0.8505544829384064,0.13163170119748546,160.0419719025664,140.40482375173048,68.88980612988414,3.25595802601876,2.6045614720489314,3.3567835545491085
2021-11-30,156.41215841772612,161.8184901598309,156.34371666317804,161.60340881347656,174048100,0.0,0.0,AAPL,2021,11,30,Tuesday,1,0.03157749863002968,0.031089182679787983,151.03273696899413,145.54740264892578,145.12369979858397,152.30897280719586,148.26683572218823,0.01473045190353061,28126766257.50885,3.318955794910968,96.11451274504724,5.474773496652858,5.191250395750444,0.16736579969174725,161.80521537853016,140.2602585594581,73.65328289365067,3.665596145865834,2.816768406830018,3.6521703683182625
2021-12-01,163.7346542506034,166.49159798116264,160.85062784337472,161.08526611328125,152052500,0.0,0.0,AAPL,2021,12,1,Wednesday,2,-0.0032062609569910583,-0.0032114120250457193,151.76443176269532,145.96874542236327,145.32603576660156,153.14483308072545,148.77716770402142,0.014847316233391507,24493417425.689697,-1.6180985933907055,-12.637655912359858,5.640970137787917,-2.6493881373221484,0.16362292030566894,163.19455593488482,140.33430759050583,79.80190694926765,3.9034399158479687,3.034102708648115,3.8483975206451606
2021-12-02,155.1901268526862,160.52801734787488,154.27114554315142,160.0978546142578,136739200,0.0,0.0,AAPL,2021,12,2,Thursday,3,-0.0061297443450170075,-0.006148608355097289,152.37500381469727,146.32309112548828,145.5073858642578,153.8070419620097,149.22760221826454,0.014995936127346017,21891652561.66992,3.1623969005645916,-10.071060982226532,6.25687180472346,4.907727761571607,0.1564902092901932,164.22962942799586,140.52037820139867,77.18099912589699,3.9665516176743836,3.220592490463327,4.212915773656369
2021-12-03,160.35202051883033,161.27100166043388,156.14817855062066,158.22076416015625,118023100,0.0,0.0,AAPL,2021,12,3,Friday,4,-0.011724644647014504,-0.01179392031384488,152.91759033203124,146.62076080322265,145.63575103759766,154.22740584989486,149.5852228319923,0.015324008718358128,18673705070.550537,-1.3291110095016254,-13.687442957103746,5.1228231098132255,-2.1312563586740794,0.14293077254851427,164.8008193884706,141.0343612755919,70.40992103089945,3.8210907453604364,3.34069214144788,4.374924743412815
2021-12-06,160.61600581977925,164.12573463510114,160.60623481829575,161.62298583984375,107497000,0.0,0.0,AAPL,2021,12,6,Monday,0,0.021503003716020874,0.021275075766586857,153.6038948059082,146.98471801757813,145.80466934204102,154.93176104088582,150.0636513481665,0.01583404041334392,17373986108.825684,0.6269487370980917,-8.918677784264261,3.519499816805393,1.0069800200645034,0.1675072171977796,165.8462642637816,141.3615253480348,73.5691954530829,3.9349195982559877,3.4595376328135634,4.625620963741146
2021-12-07,165.2988844701773,167.7429772469704,164.57542763792551,167.35191345214844,120405400,0.0,0.0,AAPL,2021,12,7,Tuesday,1,0.03544624288763987,0.03483248634622407,154.61770553588866,147.4935168457031,146.05124938964843,156.1146543354986,150.75039275781336,0.017061427207499213,20150074079.971313,1.242010185701843,12.008149064625062,3.1675496090448974,2.0530289819711243,0.20889096159164455,167.8980319237365,141.3373791480408,77.00745966865969,4.4361695258222085,3.654864011420633,4.912625428875308
